UKCP Local derived uplifts for 2050, 100y RL, 1hr Pr OSGB-1936/EPSG:27700
"easting","northing","Uplift_50","Uplift_95"
122500,847500,30,50
127500,847500,30,50
132500,847500,30,50
137500,847500,30,50
142500,847500,30,50
147500,847500,30,50
152500,847500,30,50
157500,847500,30,50
167500,847500,30,50
172500,847500,30,50
177500,847500,30,55
182500,847500,30,55
187500,847500,30,55
192500,847500,30,55
197500,847500,30,55
202500,847500,30,55
207500,847500,30,55
212500,847500,30,55
217500,847500,30,50
222500,847500,30,50
227500,847500,30,50
232500,847500,30,50
237500,847500,30,45
242500,847500,30,45
247500,847500,30,45
252500,847500,30,45
257500,847500,25,45
262500,847500,25,45
267500,847500,25,45
272500,847500,25,45
277500,847500,25,45
282500,847500,25,45
287500,847500,25,45
292500,847500,25,45
297500,847500,25,45
302500,847500,25,45
307500,847500,25,45
312500,847500,25,45
317500,847500,25,45
322500,847500,25,45
327500,847500,25,45
332500,847500,25,45
337500,847500,25,45
342500,847500,25,45
347500,847500,25,45
352500,847500,25,45
357500,847500,25,45
362500,847500,25,45
367500,847500,25,45
372500,847500,25,45
377500,847500,25,45
382500,847500,25,45
387500,847500,25,45
392500,847500,25,45
397500,847500,25,45
402500,847500,25,45
407500,847500,25,45
412500,847500,25,45
77500,852500,30,50
82500,852500,30,50
87500,852500,30,50
117500,852500,30,50
122500,852500,30,50
127500,852500,30,50
132500,852500,30,50
137500,852500,30,50
142500,852500,30,50
147500,852500,30,50
152500,852500,30,55
167500,852500,30,50
172500,852500,30,50
177500,852500,30,50
182500,852500,30,50
187500,852500,30,50
192500,852500,30,55
197500,852500,30,55
202500,852500,30,55
207500,852500,30,50
212500,852500,30,50
217500,852500,30,50
222500,852500,30,50
227500,852500,30,45
232500,852500,30,45
237500,852500,30,45
242500,852500,30,45
247500,852500,30,45
252500,852500,30,45
257500,852500,25,45
262500,852500,25,45
267500,852500,25,45
277500,852500,25,45
282500,852500,25,45
287500,852500,25,45
292500,852500,25,45
297500,852500,25,45
302500,852500,25,45
307500,852500,25,45
312500,852500,25,45
317500,852500,25,45
322500,852500,25,45
327500,852500,25,45
332500,852500,25,45
337500,852500,25,45
342500,852500,25,45
347500,852500,25,45
352500,852500,25,45
357500,852500,25,45
362500,852500,25,45
367500,852500,25,45
372500,852500,25,45
377500,852500,25,45
382500,852500,25,45
387500,852500,25,45
392500,852500,25,45
397500,852500,25,45
402500,852500,25,45
407500,852500,25,45
412500,852500,25,45
77500,857500,30,50
82500,857500,30,50
87500,857500,30,50
92500,857500,30,50
127500,857500,30,50
132500,857500,30,50
137500,857500,30,50
142500,857500,30,50
147500,857500,30,50
152500,857500,30,55
162500,857500,30,50
172500,857500,30,50
177500,857500,30,50
182500,857500,30,50
187500,857500,30,55
192500,857500,30,55
197500,857500,30,55
202500,857500,30,50
207500,857500,30,50
212500,857500,30,50
217500,857500,30,50
222500,857500,30,50
227500,857500,30,45
232500,857500,30,45
237500,857500,30,45
242500,857500,30,45
247500,857500,30,45
252500,857500,30,45
257500,857500,30,45
262500,857500,25,45
267500,857500,25,45
272500,857500,25,45
277500,857500,25,45
282500,857500,25,45
287500,857500,25,45
292500,857500,25,45
297500,857500,25,45
302500,857500,25,45
307500,857500,25,45
312500,857500,25,45
317500,857500,25,45
322500,857500,25,45
327500,857500,25,45
332500,857500,25,45
337500,857500,25,45
342500,857500,25,45
347500,857500,25,45
352500,857500,25,45
357500,857500,25,45
362500,857500,25,45
367500,857500,25,45
372500,857500,25,45
377500,857500,25,45
382500,857500,25,45
387500,857500,25,45
392500,857500,25,45
397500,857500,25,45
402500,857500,25,45
407500,857500,25,45
77500,862500,30,50
82500,862500,30,50
87500,862500,30,50
92500,862500,30,50
122500,862500,30,50
127500,862500,30,50
137500,862500,30,50
142500,862500,30,50
147500,862500,30,50
152500,862500,30,50
177500,862500,30,50
182500,862500,30,50
187500,862500,30,55
192500,862500,30,60
197500,862500,30,55
202500,862500,30,50
207500,862500,30,50
212500,862500,30,50
217500,862500,30,50
222500,862500,30,50
227500,862500,30,45
232500,862500,30,45
237500,862500,30,45
242500,862500,30,45
247500,862500,30,45
252500,862500,30,45
257500,862500,30,45
262500,862500,30,45
267500,862500,25,45
272500,862500,25,45
277500,862500,25,45
297500,862500,25,45
302500,862500,25,45
307500,862500,25,45
312500,862500,25,45
317500,862500,25,45
322500,862500,25,45
327500,862500,25,45
332500,862500,25,45
337500,862500,25,45
342500,862500,25,45
347500,862500,25,45
352500,862500,25,45
357500,862500,25,45
362500,862500,25,45
367500,862500,25,45
372500,862500,30,45
377500,862500,25,45
382500,862500,25,45
387500,862500,25,45
392500,862500,25,45
397500,862500,25,45
402500,862500,25,45
72500,867500,30,50
77500,867500,30,50
82500,867500,30,50
87500,867500,30,50
92500,867500,30,50
137500,867500,30,50
142500,867500,30,50
147500,867500,30,50
172500,867500,30,50
177500,867500,30,50
182500,867500,30,50
187500,867500,30,55
192500,867500,30,55
197500,867500,30,50
202500,867500,30,50
207500,867500,30,50
212500,867500,30,50
217500,867500,30,50
222500,867500,30,50
227500,867500,30,50
232500,867500,30,50
237500,867500,30,45
242500,867500,30,45
247500,867500,30,50
252500,867500,30,50
257500,867500,30,45
262500,867500,30,45
267500,867500,25,45
272500,867500,25,45
277500,867500,25,45
312500,867500,25,45
317500,867500,25,45
322500,867500,25,45
327500,867500,25,45
342500,867500,25,45
347500,867500,25,45
352500,867500,25,45
357500,867500,30,45
362500,867500,30,45
382500,867500,25,45
392500,867500,25,45
397500,867500,25,45
72500,872500,30,50
77500,872500,30,50
82500,872500,30,50
87500,872500,30,50
92500,872500,30,50
97500,872500,30,50
137500,872500,30,50
142500,872500,30,50
147500,872500,30,50
177500,872500,30,50
182500,872500,30,50
187500,872500,30,50
192500,872500,30,50
197500,872500,30,50
202500,872500,30,55
207500,872500,30,55
212500,872500,30,55
217500,872500,30,55
222500,872500,30,55
227500,872500,30,50
232500,872500,30,50
237500,872500,30,45
242500,872500,30,45
247500,872500,30,50
252500,872500,30,45
257500,872500,30,45
262500,872500,30,45
267500,872500,30,45
272500,872500,30,45
277500,872500,25,45
282500,872500,25,45
82500,877500,30,50
87500,877500,30,50
92500,877500,30,50
177500,877500,30,50
182500,877500,30,50
187500,877500,30,50
192500,877500,30,50
197500,877500,30,55
202500,877500,30,55
207500,877500,30,55
212500,877500,30,50
217500,877500,30,50
222500,877500,30,50
227500,877500,30,50
232500,877500,30,50
237500,877500,30,50
242500,877500,30,50
247500,877500,30,50
252500,877500,30,45
257500,877500,30,45
262500,877500,25,45
267500,877500,25,45
272500,877500,25,45
277500,877500,25,45
282500,877500,25,45
287500,877500,25,45
92500,882500,30,50
177500,882500,30,50
182500,882500,30,50
187500,882500,30,50
192500,882500,30,50
197500,882500,30,50
202500,882500,30,55
207500,882500,30,55
212500,882500,30,50
217500,882500,30,50
222500,882500,30,50
227500,882500,30,55
232500,882500,30,50
237500,882500,30,50
242500,882500,30,50
247500,882500,30,45
252500,882500,30,45
257500,882500,30,45
262500,882500,25,45
267500,882500,25,45
272500,882500,25,45
277500,882500,25,45
282500,882500,25,45
287500,882500,25,45
292500,882500,25,45
87500,887500,30,50
102500,887500,30,50
107500,887500,30,50
177500,887500,30,50
182500,887500,30,50
187500,887500,30,50
192500,887500,30,50
197500,887500,30,50
202500,887500,30,50
207500,887500,30,50
212500,887500,30,50
217500,887500,30,50
222500,887500,30,50
227500,887500,30,50
232500,887500,30,50
237500,887500,30,50
242500,887500,30,50
247500,887500,30,45
252500,887500,30,45
257500,887500,30,45
262500,887500,30,45
267500,887500,25,45
272500,887500,25,45
277500,887500,25,45
292500,887500,25,45
97500,892500,30,50
102500,892500,30,50
107500,892500,30,50
112500,892500,30,50
117500,892500,30,50
177500,892500,30,50
182500,892500,30,50
187500,892500,30,50
192500,892500,30,50
197500,892500,30,50
202500,892500,30,50
207500,892500,30,50
212500,892500,30,50
217500,892500,30,50
222500,892500,30,50
227500,892500,30,50
232500,892500,30,50
237500,892500,30,50
242500,892500,30,45
247500,892500,30,45
252500,892500,30,45
257500,892500,30,45
262500,892500,30,45
267500,892500,30,45
272500,892500,30,45
277500,892500,30,45
282500,892500,30,45
107500,897500,30,50
112500,897500,30,55
117500,897500,30,50
122500,897500,30,50
187500,897500,30,50
202500,897500,30,50
207500,897500,30,50
212500,897500,30,50
217500,897500,30,50
222500,897500,30,50
227500,897500,30,50
232500,897500,30,50
237500,897500,30,50
242500,897500,30,45
247500,897500,30,45
252500,897500,30,45
257500,897500,30,45
262500,897500,30,45
267500,897500,30,45
272500,897500,30,45
277500,897500,30,45
282500,897500,30,45
102500,902500,30,50
107500,902500,30,50
112500,902500,30,50
117500,902500,30,55
122500,902500,30,55
127500,902500,30,50
132500,902500,30,50
207500,902500,30,50
212500,902500,30,50
217500,902500,30,50
222500,902500,30,50
227500,902500,30,50
232500,902500,30,50
237500,902500,30,50
242500,902500,30,50
247500,902500,30,45
252500,902500,30,45
257500,902500,30,45
262500,902500,30,45
267500,902500,30,45
272500,902500,30,45
277500,902500,30,45
282500,902500,30,45
287500,902500,30,45
102500,907500,30,50
107500,907500,30,55
112500,907500,30,55
117500,907500,30,55
122500,907500,30,55
127500,907500,30,55
132500,907500,30,50
137500,907500,30,50
202500,907500,30,50
207500,907500,30,50
212500,907500,30,50
217500,907500,30,50
222500,907500,30,50
227500,907500,30,50
232500,907500,30,50
237500,907500,30,50
242500,907500,30,50
247500,907500,30,50
252500,907500,30,45
257500,907500,30,45
262500,907500,30,45
267500,907500,30,45
272500,907500,30,45
277500,907500,30,45
282500,907500,30,45
287500,907500,30,45
292500,907500,30,45
97500,912500,30,50
102500,912500,30,50
107500,912500,30,55
112500,912500,30,55
117500,912500,30,55
122500,912500,30,50
127500,912500,30,50
132500,912500,30,50
137500,912500,30,50
142500,912500,30,50
197500,912500,30,50
202500,912500,30,50
207500,912500,30,50
212500,912500,30,50
217500,912500,30,50
222500,912500,30,50
227500,912500,30,50
232500,912500,30,50
237500,912500,30,50
242500,912500,30,50
247500,912500,30,50
252500,912500,30,45
257500,912500,30,45
262500,912500,30,45
267500,912500,30,45
272500,912500,30,45
277500,912500,30,45
282500,912500,30,45
287500,912500,30,45
292500,912500,30,45
297500,912500,30,45
97500,917500,30,50
102500,917500,30,50
107500,917500,30,50
112500,917500,30,50
117500,917500,30,50
122500,917500,30,50
127500,917500,30,50
132500,917500,30,50
137500,917500,30,50
142500,917500,30,50
197500,917500,30,50
207500,917500,30,50
212500,917500,30,50
217500,917500,30,50
222500,917500,30,50
227500,917500,30,50
232500,917500,30,55
237500,917500,30,50
242500,917500,30,50
247500,917500,30,50
252500,917500,30,45
257500,917500,30,45
262500,917500,30,45
267500,917500,30,45
272500,917500,30,45
277500,917500,30,45
282500,917500,30,45
287500,917500,30,45
292500,917500,30,45
297500,917500,30,45
302500,917500,30,45
307500,917500,30,45
97500,922500,30,50
102500,922500,30,50
107500,922500,30,55
112500,922500,30,50
117500,922500,30,50
122500,922500,30,50
127500,922500,30,50
132500,922500,30,50
137500,922500,30,50
207500,922500,30,50
212500,922500,30,50
217500,922500,30,50
222500,922500,30,50
227500,922500,30,50
232500,922500,30,55
237500,922500,30,50
242500,922500,30,50
247500,922500,30,50
252500,922500,30,50
257500,922500,30,50
262500,922500,30,50
267500,922500,30,50
272500,922500,30,50
277500,922500,30,45
282500,922500,30,45
287500,922500,30,45
292500,922500,30,45
297500,922500,30,45
302500,922500,30,45
307500,922500,30,45
312500,922500,30,50
97500,927500,30,50
102500,927500,30,50
107500,927500,30,55
112500,927500,30,50
117500,927500,30,50
122500,927500,30,50
127500,927500,30,50
132500,927500,30,50
137500,927500,30,50
142500,927500,30,50
202500,927500,30,50
207500,927500,30,50
212500,927500,30,50
217500,927500,30,50
222500,927500,30,50
227500,927500,30,50
232500,927500,30,55
237500,927500,30,50
242500,927500,30,50
247500,927500,30,50
252500,927500,30,50
257500,927500,30,50
262500,927500,30,50
267500,927500,30,50
272500,927500,30,50
277500,927500,30,45
282500,927500,30,45
287500,927500,30,45
292500,927500,30,45
297500,927500,30,45
302500,927500,30,50
307500,927500,30,45
312500,927500,30,45
102500,932500,30,50
107500,932500,30,50
112500,932500,30,50
117500,932500,30,50
122500,932500,30,50
127500,932500,30,50
132500,932500,30,50
137500,932500,30,50
142500,932500,30,50
147500,932500,30,50
152500,932500,30,50
202500,932500,30,50
207500,932500,30,50
212500,932500,30,50
217500,932500,30,50
222500,932500,30,50
227500,932500,30,50
232500,932500,30,55
237500,932500,30,50
242500,932500,30,50
247500,932500,30,50
252500,932500,30,50
257500,932500,30,50
262500,932500,30,50
267500,932500,30,50
272500,932500,30,45
277500,932500,30,45
282500,932500,30,45
287500,932500,30,45
292500,932500,30,45
297500,932500,30,45
302500,932500,30,45
307500,932500,30,45
312500,932500,30,45
317500,932500,30,45
102500,937500,30,50
107500,937500,30,50
112500,937500,30,50
117500,937500,30,50
122500,937500,30,50
127500,937500,30,50
132500,937500,30,50
137500,937500,30,50
142500,937500,30,50
147500,937500,30,50
217500,937500,30,50
222500,937500,30,50
227500,937500,30,50
232500,937500,30,50
237500,937500,30,55
242500,937500,30,55
247500,937500,30,50
252500,937500,30,50
257500,937500,30,50
262500,937500,30,50
267500,937500,30,50
272500,937500,30,45
277500,937500,30,45
282500,937500,30,45
287500,937500,30,45
292500,937500,30,45
297500,937500,30,45
302500,937500,30,45
307500,937500,30,45
312500,937500,30,45
317500,937500,30,45
322500,937500,30,45
327500,937500,30,50
117500,942500,30,50
122500,942500,30,50
127500,942500,30,50
132500,942500,30,50
137500,942500,30,50
142500,942500,30,50
147500,942500,30,50
152500,942500,30,50
217500,942500,30,50
222500,942500,30,50
227500,942500,30,50
232500,942500,30,50
237500,942500,30,55
242500,942500,30,55
247500,942500,30,50
252500,942500,30,50
257500,942500,30,50
262500,942500,30,50
267500,942500,30,50
272500,942500,30,45
277500,942500,30,45
282500,942500,30,45
287500,942500,30,45
292500,942500,30,45
297500,942500,30,45
302500,942500,30,45
307500,942500,30,45
312500,942500,30,45
317500,942500,30,45
322500,942500,30,45
327500,942500,30,50
332500,942500,30,50
122500,947500,30,50
127500,947500,30,50
132500,947500,30,50
137500,947500,30,50
142500,947500,30,50
147500,947500,30,50
152500,947500,30,50
217500,947500,30,50
222500,947500,30,50
227500,947500,30,50
232500,947500,30,55
237500,947500,30,55
242500,947500,30,50
247500,947500,30,50
252500,947500,30,50
257500,947500,30,50
262500,947500,30,50
267500,947500,30,50
272500,947500,30,50
277500,947500,30,45
282500,947500,30,50
287500,947500,30,50
292500,947500,30,50
297500,947500,30,45
302500,947500,30,45
307500,947500,30,45
312500,947500,30,45
317500,947500,30,45
322500,947500,30,45
327500,947500,30,50
332500,947500,30,50
337500,947500,30,50
137500,952500,30,50
142500,952500,30,50
147500,952500,30,50
152500,952500,30,50
217500,952500,30,50
222500,952500,30,50
227500,952500,30,50
232500,952500,30,55
237500,952500,30,55
242500,952500,30,50
247500,952500,30,50
252500,952500,30,50
257500,952500,30,50
262500,952500,30,50
267500,952500,30,50
272500,952500,30,50
277500,952500,30,50
282500,952500,30,50
287500,952500,30,50
292500,952500,30,50
297500,952500,30,45
302500,952500,30,45
307500,952500,30,45
312500,952500,30,50
317500,952500,30,50
322500,952500,30,50
327500,952500,30,50
332500,952500,30,50
337500,952500,30,50
142500,957500,30,50
147500,957500,30,50
152500,957500,30,50
222500,957500,30,50
227500,957500,30,50
232500,957500,30,50
237500,957500,30,50
242500,957500,30,50
247500,957500,30,50
252500,957500,30,50
257500,957500,30,50
262500,957500,30,50
267500,957500,30,50
272500,957500,30,50
277500,957500,30,50
282500,957500,30,50
287500,957500,30,50
292500,957500,30,50
297500,957500,30,50
302500,957500,30,50
307500,957500,30,50
312500,957500,30,50
317500,957500,30,50
322500,957500,30,50
327500,957500,30,50
332500,957500,30,50
147500,962500,30,50
152500,962500,30,50
217500,962500,30,50
222500,962500,30,50
227500,962500,30,50
232500,962500,30,50
237500,962500,30,50
242500,962500,30,50
247500,962500,30,50
252500,962500,30,50
257500,962500,30,50
262500,962500,30,50
267500,962500,30,50
272500,962500,30,50
277500,962500,30,50
282500,962500,30,50
287500,962500,30,50
292500,962500,30,50
297500,962500,30,50
302500,962500,30,50
307500,962500,30,50
312500,962500,30,50
317500,962500,30,50
322500,962500,30,50
327500,962500,30,50
332500,962500,30,50
337500,962500,30,50
222500,967500,30,50
227500,967500,30,50
232500,967500,30,50
237500,967500,30,50
242500,967500,30,50
252500,967500,30,50
282500,967500,30,50
287500,967500,30,50
292500,967500,30,50
297500,967500,30,50
302500,967500,30,50
307500,967500,30,50
312500,967500,30,50
317500,967500,30,50
322500,967500,30,50
327500,967500,30,50
332500,967500,30,50
337500,967500,30,50
227500,972500,30,50
232500,972500,30,50
307500,972500,30,50
322500,972500,30,50
327500,972500,30,50
332500,972500,30,50
337500,972500,30,50
327500,987500,30,50
332500,987500,30,50
342500,987500,30,50
347500,987500,30,50
322500,992500,30,50
327500,992500,30,50
332500,992500,30,50
342500,992500,30,50
347500,992500,30,50
322500,997500,30,50
327500,997500,30,50
347500,997500,30,50
317500,1002500,30,50
322500,1002500,30,50
327500,1002500,30,50
